Ingredient_Name,canonical_group_id,Primary_Function,Ingredient_Category,Origin,Regulatory_Status,Safety_Level_true,Safety_Level_pred,Safety_Level_correct,Safety_Level_confidence,Allergy_Risk_true,Allergy_Risk_pred,Allergy_Risk_correct,Allergy_Risk_confidence,Irritation_Risk_true,Irritation_Risk_pred,Irritation_Risk_correct,Irritation_Risk_confidence
Eugenol,Eugenol,Fragrance,Fragrance Allergen,Naturally Derived,Approved,Safe,Safe,True,0.8690702940596639,Medium,Medium,True,0.9631074295094417,Low,Low,True,0.8187975226643321
Benzyl Salicylate,Benzyl Salicylate,Fragrance,Fragrance Allergen,Synthetic,Approved,Safe,Safe,True,0.9942452134373359,Medium,Medium,True,0.9792016115059307,Low,Low,True,0.9171724021946974
Hexyl Cinnamal,Hexyl Cinnamal,Fragrance,Fragrance Allergen,Synthetic,Approved,Safe,Safe,True,0.9631770216933934,Medium,Medium,True,0.9953200138316978,Low,Low,True,0.98730673176871
Coumarin,Coumarin,Fragrance,Fragrance Allergen,Synthetic,Approved,Safe,Safe,True,0.994648538246479,Medium,Medium,True,0.9871865681994804,Low,Low,True,0.9947965927817504
Menthol,Menthol,Cooling Agent,Cooling Agent,Naturally Derived,Approved,Safe,Very Safe,False,0.4318740115893011,Low,Low,True,0.9503072015932513,Medium,Medium,True,0.6114766607696935
Menthyl Lactate (Frescolat),Menthyl Lactate (Frescolat),Cooling Agent,Cooling Agent,Synthetic,Approved,Safe,Safe,True,0.9880304367615266,Low,Low,True,0.9986436850789007,Low,Medium,False,0.577986692351321
Camphor,Camphor,Cooling Agent,Cooling Agent,Naturally Derived,Restricted,Moderate Risk,Moderate Risk,True,0.8892415321564691,Low,Low,True,0.9551942783814433,Medium,Medium,True,0.9905316978247581
WS-23 (Cooling Agent),WS-23 (Cooling Agent),Cooling Agent,Cooling Agent,Synthetic,Approved,Safe,Safe,True,0.9907289115404672,Low,Low,True,0.9965546407916216,Low,Medium,False,0.771779514683921
Salicylic Acid,Salicylic Acid,Anti-Acne Agent,Acid,Synthetic,Approved,Safe,Safe,True,0.6617683380833022,Low,Medium,False,0.8771191606131389,Medium,High,False,0.4512570707363308
Benzoyl Peroxide,Benzoyl Peroxide,Anti-Acne Agent,Antimicrobial,Synthetic,Approved,Moderate Risk,Moderate Risk,True,0.7147673142366088,Medium,Medium,True,0.6394515483133909,High,Medium,False,0.6375031307931253
Zinc PCA,Zinc PCA,Anti-Acne Agent,Mineral,Synthetic,Approved,Safe,Safe,True,0.78077150676225,Low,Low,True,0.6046362452430997,Low,Medium,False,0.773066881686002
Sulfur,Sulfur,Anti-Acne Agent,Mineral,Mineral,Approved,Moderate Risk,Safe,False,0.9544707899235912,Medium,Low,False,0.7140173350436034,Medium,Low,False,0.8173661314637655
Azelaic Acid,Azelaic Acid,Anti-Acne Agent,Acid,Synthetic,Approved,Safe,Safe,True,0.8741197268840109,Low,Medium,False,0.6440773067423862,Medium,Medium,True,0.8286157595920489
Bakuchiol,Bakuchiol,Anti-Aging Agent,Botanical Extract,Naturally Derived,Approved,Safe,Safe,True,0.9903614820359201,Low,Low,True,0.9921977562705384,Low,No Risk,False,0.9557589797689542
Adenosine,Adenosine,Anti-Aging Agent,Nucleoside,Biotechnology Derived,Approved,Safe,Safe,True,0.8855147656838397,Low,Low,True,0.9690588507189559,No Risk,No Risk,True,0.898792453594561
Glycolic Acid,Glycolic Acid,Exfoliant,Acid,Synthetic,Approved,Moderate Risk,Safe,False,0.9991843256804239,Medium,Low,False,0.9992261240716904,High,Medium,False,0.8788033410274896
Mandelic Acid,Mandelic Acid,Exfoliant,Acid,Synthetic,Approved,Safe,Safe,True,0.6739334024076491,Low,Low,True,0.9993526205318103,Medium,Medium,True,0.544790997345184
Malic Acid,Malic Acid,Exfoliant,Acid,Naturally Derived,Approved,Safe,Safe,True,0.9147093289034635,Low,Low,True,0.9824584514600457,Medium,Medium,True,0.430275454156422
Tartaric Acid,Tartaric Acid,Exfoliant,Acid,Naturally Derived,Approved,Safe,Safe,True,0.9668743649502287,Low,Low,True,0.9648964553225827,Medium,Medium,True,0.8393659771314002
Gluconolactone (PHA),Gluconolactone (PHA),Exfoliant,Acid,Synthetic,Approved,Safe,Safe,True,0.9847386422169989,Low,Low,True,0.9718747559421295,Low,Low,True,0.8172228186251874
Lactobionic Acid,Lactobionic Acid,Exfoliant,Acid,Synthetic,Approved,Safe,Safe,True,0.9898070161725864,Low,Low,True,0.9880357767250546,Low,Low,True,0.5405931479807442
Kojic Acid,Kojic Acid,Brightening Agent,Acid,Biotechnology Derived,Restricted,Moderate Risk,Safe,False,0.47979718903387264,Medium,Low,False,0.9853296270682999,Medium,Medium,True,0.7988384668315139
Alpha-Arbutin,Alpha-Arbutin,Brightening Agent,Botanical Derivative,Biotechnology Derived,Approved,Safe,Safe,True,0.9883486467313395,Low,Low,True,0.9932294205598362,Low,Low,True,0.8634175724181004
Arbutin,Arbutin,Brightening Agent,Botanical Derivative,Naturally Derived,Approved,Safe,Safe,True,0.9869431073804736,Low,Low,True,0.9992220737223901,Low,Low,True,0.49580528557722714
Tranexamic Acid,Tranexamic Acid,Brightening Agent,Acid,Synthetic,Approved,Safe,Safe,True,0.9911065335818176,Low,Low,True,0.9949445266805396,Low,Low,True,0.6318069683096356
Hexylresorcinol,Hexylresorcinol,Brightening Agent,Phenol,Synthetic,Approved,Safe,Safe,True,0.9207567329978884,Low,Low,True,0.9620549214338778,Low,No Risk,False,0.7955700777105964
Ectoin,Ectoin,Anti-Aging Agent,Amino Acid Derivative,Biotechnology Derived,Approved,Very Safe,Very Safe,True,0.902528222452193,Low,Low,True,0.9922564837042838,No Risk,No Risk,True,0.9664739717901784
Madecassoside,Madecassoside,Anti-Inflammatory Agent,Botanical Derivative,Naturally Derived,Approved,Safe,Safe,True,0.8893221193066547,Low,Low,True,0.999940145800287,No Risk,No Risk,True,0.9955205386474838
Asiaticoside,Asiaticoside,Anti-Inflammatory Agent,Botanical Derivative,Naturally Derived,Approved,Safe,Safe,True,0.9831204465304728,Low,Low,True,0.9998442429314005,No Risk,No Risk,True,0.9436349547236803
Allantoin,Allantoin,Soothing Agent,Botanical Derivative,Synthetic,Approved,Very Safe,Very Safe,True,0.6516056633326598,Low,Low,True,0.9989931922671004,No Risk,No Risk,True,0.9567247334152107
Bisabolol,Bisabolol,Soothing Agent,Botanical Derivative,Naturally Derived,Approved,Very Safe,Very Safe,True,0.7294700431764649,Low,Low,True,0.9998931524943419,No Risk,No Risk,True,0.9962560121774586
Snail Secretion Filtrate,Snail Secretion Filtrate,Anti-Aging Agent,Animal Derivative,Animal Derived,Approved,Safe,Safe,True,0.9955817502110551,Low,Low,True,0.9682229742302638,Low,No Risk,False,0.9909579148022111
Zinc Pyrithione,Zinc Pyrithione,Anti-Dandruff Agent,Antimicrobial,Synthetic,Approved,Safe,Safe,True,0.9593281726272149,Low,Low,True,0.9806783303771864,Medium,Low,False,0.575613381448377
Piroctone Olamine,Piroctone Olamine,Anti-Dandruff Agent,Antimicrobial,Synthetic,Approved,Safe,Safe,True,0.764247130549179,Low,Low,True,0.9754743774281712,Low,Medium,False,0.9119153489365726
Selenium Sulfide,Selenium Sulfide,Anti-Dandruff Agent,Antimicrobial,Synthetic,Approved,Moderate Risk,Safe,False,0.9261115752709822,Low,Low,True,0.7626765964881878,Medium,Medium,True,0.8133774267830401
Climbazole,Climbazole,Anti-Dandruff Agent,Antimicrobial,Synthetic,Approved,Safe,Safe,True,0.8441665920494169,Low,Low,True,0.9888287930892663,Medium,Medium,True,0.6281609425637219
Ketoconazole,Ketoconazole,Anti-Dandruff Agent,Antifungal,Synthetic,Restricted,Moderate Risk,Moderate Risk,True,0.6907552278459433,Low,Low,True,0.8184941300224282,Medium,Medium,True,0.9779321661844396
Coal Tar,Coal Tar,Anti-Dandruff Agent,Antimicrobial,Synthetic,Country Restricted,Moderate Risk,Moderate Risk,True,0.9648491063819287,Medium,Low,False,0.884253364730158,Medium,Medium,True,0.9671993169517207
Sodium Fluoride,Sodium Fluoride,Oral Care Ingredient,Mineral,Synthetic,Approved,Safe,Safe,True,0.8923429069347141,Low,Low,True,0.9812396940766013,Low,Low,True,0.717339979261104
Stannous Fluoride,Stannous Fluoride,Oral Care Ingredient,Mineral,Synthetic,Approved,Safe,Safe,True,0.9780937985947162,Low,Low,True,0.9872259044545539,Low,Low,True,0.5106001984908851
Sodium Monofluorophosphate,Sodium Monofluorophosphate,Oral Care Ingredient,Mineral,Synthetic,Approved,Safe,Safe,True,0.9284793620576529,Low,Low,True,0.8955814301575022,Low,Low,True,0.6550467954041634
Hydrated Silica,Hydrated Silica,Abrasive,Mineral,Mineral,Approved,Safe,Safe,True,0.5248529785916811,Low,Low,True,0.9856439796586915,Low,Low,True,0.7574345295496819
Cetylpyridinium Chloride,Cetylpyridinium Chloride,Antimicrobial,Oral Care Ingredient,Synthetic,Approved,Safe,Safe,True,0.804155530162474,Low,Low,True,0.6563723437050485,Low,Low,True,0.836153001501011
Zinc Citrate,Zinc Citrate,Oral Care Ingredient,Mineral,Synthetic,Approved,Safe,Safe,True,0.8972829062071682,Low,Low,True,0.9719729827325838,No Risk,No Risk,True,0.6271304904508913
Potassium Nitrate,Potassium Nitrate,Oral Care Ingredient,Mineral,Synthetic,Approved,Safe,Safe,True,0.9902150416938713,Low,Low,True,0.9933275714939586,No Risk,Low,False,0.7446231965085885
Sodium Saccharin,Sodium Saccharin,Sweetener,Sweetener,Synthetic,Approved,Safe,Safe,True,0.8490059483190266,Low,Low,True,0.9255297431393156,No Risk,Low,False,0.6341480715543882
Calcium Carbonate,Calcium Carbonate,Abrasive,Mineral,Mineral,Approved,Safe,Very Safe,False,0.9147617259321043,Low,Low,True,0.5836665224808062,Low,Medium,False,0.5874146477855005
Sodium Bicarbonate (Baking Soda),Sodium Bicarbonate (Baking Soda),Abrasive,Mineral,Mineral,Approved,Safe,Safe,True,0.6088796621922198,Low,Low,True,0.9629275201565594,Medium,Low,False,0.9748728291972621
Miswak Extract (Salvadora Persica),Miswak Extract (Salvadora Persica),Oral Care Ingredient,Botanical Extract,Natural,Approved,Safe,Safe,True,0.9738659311348971,Low,Low,True,0.9639154509510519,No Risk,No Risk,True,0.7597834819076923
Clove Oil (Syzygium Aromaticum),Clove Oil (Syzygium Aromaticum),Oral Care Ingredient,Essential Oil,Natural,Approved,Moderate Risk,Safe,False,0.9478020944426307,Medium,Medium,True,0.7999644727160744,Medium,No Risk,False,0.8341209594846491
Xylitol (Oral Care),Xylitol,Sweetener,Sugar,Naturally Derived,Approved,Very Safe,Very Safe,True,0.754434980772917,Low,Low,True,0.9744352249327697,No Risk,No Risk,True,0.9891514965264229
Erythritol,Erythritol,Sweetener,Sugar,Naturally Derived,Approved,Very Safe,Very Safe,True,0.7428428516890041,Low,Low,True,0.9374345379229752,No Risk,No Risk,True,0.9869434049703127
Sodium Lauryl Sulfoacetate (Oral),Sodium Lauryl Sulfoacetate,Surfactant,Surfactant,Synthetic,Approved,Safe,Safe,True,0.9189502193869018,Low,Low,True,0.7837861891939975,Medium,Low,False,0.8244939789218751
Cellulose Gum (Oral Care),Cellulose Gum,Thickener,Polymer,Naturally Derived,Approved,Safe,Safe,True,0.7670033843182871,Low,Low,True,0.96813867201022,No Risk,No Risk,True,0.9966967655641473
Titanium Dioxide (Oral Care),Titanium Dioxide,Colorant,Pigment,Mineral,Approved,Safe,Safe,True,0.7254577124531046,Low,Low,True,0.8920615514717717,No Risk,Low,False,0.9806689070809201
Papain,Papain,Exfoliant,Enzyme,Natural,Approved,Safe,Safe,True,0.961177505291981,Medium,Low,False,0.9820631303111778,Medium,Medium,True,0.6930202289182074
Bromelain,Bromelain,Exfoliant,Enzyme,Natural,Approved,Safe,Safe,True,0.976692361695093,Medium,Low,False,0.9835523642969582,Medium,Medium,True,0.8668070927170437
Protease,Protease,Exfoliant,Enzyme,Biotechnology Derived,Approved,Safe,Safe,True,0.6947935288637485,Low,Low,True,0.5855628143903965,Low,No Risk,False,0.6027213275700605
Lipase,Lipase,Conditioning Agent,Enzyme,Biotechnology Derived,Approved,Safe,Safe,True,0.9979606831109226,Low,Low,True,0.9943388760670758,No Risk,No Risk,True,0.9936683234403835
Amylase,Amylase,Exfoliant,Enzyme,Biotechnology Derived,Approved,Safe,Safe,True,0.984485870966068,Low,Low,True,0.6499304358011522,No Risk,Low,False,0.959135910480137
Kaolin,Kaolin,Absorbent,Mineral,Mineral,Approved,Very Safe,Safe,False,0.9895017672603991,Low,Low,True,0.9974893892662636,No Risk,Low,False,0.6903883237411201
Talc,Talc,Absorbent,Mineral,Mineral,Country Restricted,Moderate Risk,Safe,False,0.748737440848196,Low,Low,True,0.9929867906891348,Low,No Risk,False,0.5484204109962123
Silica,Silica,Absorbent,Mineral,Mineral,Approved,Safe,Very Safe,False,0.7817295629640935,Low,Low,True,0.9367318718290747,No Risk,Low,False,0.6199290422441791
Magnesium Sulfate (Epsom Salt),Magnesium Sulfate (Epsom Salt),Thickener,Mineral,Mineral,Approved,Safe,Safe,True,0.830463590297666,Low,Low,True,0.500414049276955,Low,Low,True,0.8361225973231302
Dead Sea Salt,Dead Sea Salt,Exfoliant,Mineral,Mineral,Approved,Safe,Safe,True,0.9916475176956644,Low,Low,True,0.988954244573497,Low,Low,True,0.9404039473423393
Zea Mays Starch (Corn Starch),Zea Mays Starch (Corn Starch),Absorbent,Starch,Natural,Approved,Safe,Safe,True,0.9931629736180846,Low,Low,True,0.9895075201467177,No Risk,No Risk,True,0.9586080415733373
Oryza Sativa Starch (Rice Starch),Oryza Sativa Starch (Rice Starch),Absorbent,Starch,Natural,Approved,Safe,Safe,True,0.9966554619170441,Low,Low,True,0.9986464952153599,No Risk,No Risk,True,0.9968358508393409
Magnesium Stearate,Magnesium Stearate,Binder,Mineral,Synthetic,Approved,Safe,Safe,True,0.9883129183534388,Low,Low,True,0.9996190485444026,No Risk,No Risk,True,0.949972056723812
Zinc Stearate,Zinc Stearate,Binder,Mineral,Synthetic,Approved,Safe,Safe,True,0.9790259500658993,Low,Low,True,0.9995016567845247,No Risk,No Risk,True,0.9878981928722266
Boron Nitride,Boron Nitride,Texturizer,Mineral,Mineral,Approved,Safe,Safe,True,0.8367509526315565,Low,Low,True,0.9887136399791815,No Risk,No Risk,True,0.850302396791896
Nylon-12,Nylon-12,Texturizer,Polymer,Synthetic,Approved,Safe,Safe,True,0.9926872237434269,Low,Low,True,0.9758068325581626,No Risk,No Risk,True,0.9915996907208839
Ceramide NP,Ceramide NP,Skin-Repairing Agent,Lipid,Biotechnology Derived,Approved,Very Safe,Very Safe,True,0.7772891602896489,Low,Low,True,0.9921213505682699,No Risk,No Risk,True,0.9942520562638059
Ceramide AP,Ceramide AP,Skin-Repairing Agent,Lipid,Biotechnology Derived,Approved,Very Safe,Very Safe,True,0.6289536752115096,Low,Low,True,0.9757223751609743,No Risk,No Risk,True,0.9793563297310214
Ceramide EOP,Ceramide EOP,Skin-Repairing Agent,Lipid,Biotechnology Derived,Approved,Very Safe,Very Safe,True,0.5877646301822039,Low,Low,True,0.9799989243096657,No Risk,No Risk,True,0.9588554560281111
Ceramide 3,Ceramide 3,Skin-Repairing Agent,Lipid,Biotechnology Derived,Approved,Very Safe,Very Safe,True,0.9613411513491402,Low,Low,True,0.964911314380162,No Risk,No Risk,True,0.9771158574249086
Phytosphingosine,Phytosphingosine,Skin-Repairing Agent,Lipid,Biotechnology Derived,Approved,Safe,Very Safe,False,0.923537595843379,Low,Low,True,0.9913331729630498,No Risk,No Risk,True,0.9904529297042564
Sphingolipids,Sphingolipids,Skin-Repairing Agent,Lipid,Biotechnology Derived,Approved,Safe,Very Safe,False,0.9561028129117165,Low,Low,True,0.9819270812808882,No Risk,No Risk,True,0.9872247905764455
Cholesterol,Cholesterol,Skin-Repairing Agent,Lipid,Animal Derived,Approved,Safe,Very Safe,False,0.8223914496816337,Low,Low,True,0.7337564848072965,No Risk,No Risk,True,0.6920336465126719
Nitrocellulose,Nitrocellulose,Film Former,Polymer,Synthetic,Approved,Moderate Risk,Safe,False,0.969073350775217,Low,Low,True,0.9122991187183889,Low,No Risk,False,0.674400455271006
Toluenesulfonamide/Formaldehyde Resin,Toluenesulfonamide/Formaldehyde Resin,Film Former,Polymer,Synthetic,Restricted,Moderate Risk,High Risk,False,0.5725224460407601,Medium,Medium,True,0.5680200369670263,Medium,Medium,True,0.9910611608915533
Dibutyl Phthalate,Dibutyl Phthalate,Plasticizer,Polymer,Synthetic,Restricted,Moderate Risk,Moderate Risk,True,0.5751094274211551,Medium,Low,False,0.380403915923645,Low,Medium,False,0.7864323743012072
Acetone,Acetone,Solvent,Solvent,Synthetic,Approved,Moderate Risk,Moderate Risk,True,0.7472240231757645,Low,Low,True,0.9972672202064672,Medium,Medium,True,0.8695132058030521
Ethyl Acetate,Ethyl Acetate,Solvent,Solvent,Synthetic,Approved,Moderate Risk,Moderate Risk,True,0.9364575246816175,Low,Low,True,0.992207227046235,Medium,Medium,True,0.9270172300007212
Butyl Acetate,Butyl Acetate,Solvent,Solvent,Synthetic,Approved,Moderate Risk,Safe,False,0.8004563326162294,Low,Low,True,0.9701796565409698,Medium,Low,False,0.7485417225253731
Tosylamide/Formaldehyde Resin,Tosylamide/Formaldehyde Resin,Film Former,Polymer,Synthetic,Restricted,Moderate Risk,High Risk,False,0.6184292595567109,Medium,High,False,0.7128437422923651,Medium,Medium,True,0.9911143585354043
Adipic Acid/Neopentyl Glycol/Trimellitic Anhydride Copolymer,Adipic Acid/Neopentyl Glycol/Trimellitic Anhydride Copolymer,Film Former,Polymer,Synthetic,Approved,Safe,Safe,True,0.5468768871763771,Low,Low,True,0.9447729210433378,Low,No Risk,False,0.579616278510565
Stearalkonium Bentonite,Stearalkonium Bentonite,Thickener,Mineral,Synthetic,Approved,Safe,Safe,True,0.679077291166449,Low,Low,True,0.9898318673370686,No Risk,Low,False,0.7254524848605249
Trimethyl Pentanyl Diisobutyrate,Trimethyl Pentanyl Diisobutyrate,Plasticizer,Emollient,Synthetic,Approved,Safe,Safe,True,0.9499372855284524,Low,Low,True,0.9762735171664794,Low,Low,True,0.6260954134941341
Camphor (Nail Care),Camphor,Plasticizer,Botanical Derivative,Naturally Derived,Restricted,Moderate Risk,Moderate Risk,True,0.941049830669423,Low,Low,True,0.7466464742620021,Medium,Medium,True,0.8938542439470981
Hydroxypropyl Cellulose,Hydroxypropyl Cellulose,Film Former,Polymer,Naturally Derived,Approved,Safe,Safe,True,0.8885363288203908,Low,Low,True,0.9583071050979108,No Risk,No Risk,True,0.8617060801772546
Calcium Pantothenate (Nail),Calcium Pantothenate,Conditioning Agent,Vitamin,Synthetic,Approved,Safe,Safe,True,0.7233234467099509,Low,Low,True,0.9650828056664208,No Risk,No Risk,True,0.6046075011375036
Aluminum Chlorohydrate,Aluminum Chlorohydrate,Antiperspirant,Mineral Salt,Mineral,Approved,Safe,Safe,True,0.9670584855918511,Low,Low,True,0.9940046527026343,Medium,Medium,True,0.5585384289357554
Aluminum Zirconium Tetrachlorohydrex Gly,Aluminum Zirconium Tetrachlorohydrex Gly,Antiperspirant,Mineral Salt,Mineral,Approved,Safe,Safe,True,0.9143148098541795,Low,Low,True,0.9681307529369633,Medium,Medium,True,0.7957504974830653
Zinc Ricinoleate,Zinc Ricinoleate,Odor Neutralizer,Fatty Acid Salt,Naturally Derived,Approved,Safe,Safe,True,0.9715297278031456,Low,Low,True,0.9896961022393903,No Risk,No Risk,True,0.47954608285021283
Farnesol,Farnesol,Antimicrobial,Fragrance Allergen,Naturally Derived,Approved,Safe,Safe,True,0.9768610101552526,Medium,Low,False,0.7640062238454494,Low,Low,True,0.9863888626457241
Sodium Bicarbonate (Deodorant),Sodium Bicarbonate,Odor Neutralizer,Mineral,Mineral,Approved,Safe,Safe,True,0.9756710257111134,Low,Low,True,0.8941496924067388,Medium,Low,False,0.7398029760555223
Potassium Alum,Potassium Alum,Antiperspirant,Mineral Salt,Mineral,Approved,Safe,Safe,True,0.9958440448638315,Low,Low,True,0.9648705307316934,Low,Low,True,0.48482585699883163
p-Phenylenediamine (PPD),p-Phenylenediamine (PPD),Colorant,Colorant,Synthetic,Restricted,High Risk,High Risk,True,0.9692354383591397,High,High,True,0.9690854162699437,High,High,True,0.5964653774702346
Resorcinol,Resorcinol,Colorant,Colorant,Synthetic,Restricted,Moderate Risk,High Risk,False,0.9722682160268584,Medium,High,False,0.5672409938080827,Medium,Medium,True,0.7287011151289209
Ammonia,Ammonia,Alkalizing Agent,Alkali,Synthetic,Approved,Moderate Risk,Safe,False,0.6781670784576879,Low,Low,True,0.8703305925803196,High,Low,False,0.5580103612970359
Hydrogen Peroxide,Hydrogen Peroxide,Oxidizing Agent,Oxidizer,Synthetic,Restricted,Moderate Risk,Moderate Risk,True,0.678918799842289,Low,High,False,0.5135672283995358,High,High,True,0.7198516480398568
"Toluene-2,5-Diamine","Toluene-2,5-Diamine",Colorant,Colorant,Synthetic,Restricted,Moderate Risk,High Risk,False,0.9765005905203235,High,High,True,0.6556500825834379,Medium,High,False,0.7774604044413209
4-Amino-2-Hydroxytoluene,4-Amino-2-Hydroxytoluene,Colorant,Colorant,Synthetic,Restricted,Moderate Risk,Moderate Risk,True,0.6801664765266738,Medium,Medium,True,0.7155639694125587,Medium,Medium,True,0.9573048908694044
m-Aminophenol,m-Aminophenol,Colorant,Colorant,Synthetic,Restricted,Moderate Risk,High Risk,False,0.6999441097628069,Medium,Medium,True,0.8535929099343177,Medium,Medium,True,0.9799223637372526
2-Amino-4-Hydroxyethylaminoanisole Sulfate,2-Amino-4-Hydroxyethylaminoanisole Sulfate,Colorant,Colorant,Synthetic,Restricted,Moderate Risk,High Risk,False,0.6109578050419837,Medium,Medium,True,0.9149067541090012,Medium,Medium,True,0.9019351218910927
Sodium Metabisulfite (Hair Color),Sodium Metabisulfite (Hair Color),Antioxidant,Antioxidant,Synthetic,Restricted,Moderate Risk,Moderate Risk,True,0.9918989624848905,Medium,Medium,True,0.987542077020005,Medium,Medium,True,0.9446244035922446
Ammonium Thioglycolate,Ammonium Thioglycolate,Reducing Agent,Reducing Agent,Synthetic,Restricted,Moderate Risk,High Risk,False,0.8270305247917382,Medium,Medium,True,0.9136605880496652,High,High,True,0.5334608625264167
Lactic Acid (Intimate Care),Lactic Acid,pH Balancer,Acid,Naturally Derived,Approved,Safe,Safe,True,0.9745181666084503,Low,Low,True,0.9989455826628427,Low,No Risk,False,0.5886042294103724
Sodium Lactate (Intimate Care),Sodium Lactate,Humectant,Salt,Naturally Derived,Approved,Safe,Very Safe,False,0.5875927137068491,Low,No Risk,False,0.6536429514469694,No Risk,Low,False,0.7459141441531634
Lactoserum (Milk Whey),Lactoserum (Milk Whey),Soothing Agent,Protein,Animal Derived,Approved,Safe,Safe,True,0.9822276131228042,Low,Low,True,0.9560460707688043,No Risk,No Risk,True,0.9444562811079295
Fennel Extract (Foeniculum Vulgare),Fennel Extract (Foeniculum Vulgare),Soothing Agent,Botanical Extract,Natural,Approved,Safe,Safe,True,0.9914928238225609,Low,Low,True,0.9495519449482884,No Risk,No Risk,True,0.8215384883263215
Neem Extract (Intimate Care),Neem Extract,Antimicrobial,Botanical Extract,Natural,Approved,Safe,Safe,True,0.9919030124840753,Medium,Low,False,0.9398017731047539,Low,No Risk,False,0.8841729411627368
Turmeric Extract (Intimate Care),Turmeric Extract,Antimicrobial,Botanical Extract,Natural,Approved,Safe,Safe,True,0.9978772179922115,Low,Medium,False,0.7865513240285393,No Risk,Low,False,0.6700564102853255
Sepicalm S (Zinc PCA/Sclerocarya Birrea Extract),Sepicalm S (Zinc PCA/Sclerocarya Birrea Extract),Soothing Agent,Botanical Derivative,Naturally Derived,Approved,Safe,Very Safe,False,0.5719024473676345,Low,Low,True,0.9994298270968076,No Risk,No Risk,True,0.9707009135577039
Zinc Oxide (Baby Care),Zinc Oxide,Skin Protectant,Mineral,Mineral,Approved,Very Safe,Very Safe,True,0.9718704815061129,Low,Low,True,0.9346528990652218,No Risk,Low,False,0.9251193668493924
Petrolatum (Baby Care),Petrolatum,Skin Protectant,Wax,Mineral,Approved,Very Safe,Very Safe,True,0.7642660326796952,Low,Low,True,0.8889615177445536,No Risk,Low,False,0.5662828751280826
Calendula Extract (Baby Care),Calendula Extract,Soothing Agent,Botanical Extract,Natural,Approved,Very Safe,Safe,False,0.6294057950606152,Low,Low,True,0.9854261427470132,No Risk,No Risk,True,0.9788802919752378
Allantoin (Baby Care),Allantoin,Soothing Agent,Botanical Derivative,Synthetic,Approved,Very Safe,Very Safe,True,0.7265001036136641,Low,Low,True,0.9997124167420806,No Risk,Low,False,0.7295833211096528
Cornstarch (Baby Powder),Cornstarch (Baby Powder),Absorbent,Starch,Natural,Approved,Safe,Safe,True,0.9947100472953923,Low,Low,True,0.9928864959703939,No Risk,No Risk,True,0.682567878420233
Menthol (Aftershave),Menthol,Cooling Agent,Cooling Agent,Naturally Derived,Approved,Safe,Safe,True,0.8842626330414016,Low,Low,True,0.9979153478061195,Medium,Low,False,0.9211828716231087
Witch Hazel Extract (Aftershave),Witch Hazel Extract,Astringent,Botanical Extract,Natural,Approved,Safe,Safe,True,0.9869089714757501,Low,Low,True,0.9720796537399092,Low,No Risk,False,0.6820750642833745
Alum (Potassium Aluminum Sulfate),Alum (Potassium Aluminum Sulfate),Astringent,Mineral Salt,Mineral,Approved,Safe,Safe,True,0.8022408711141511,Low,Low,True,0.7468779259507211,Low,Low,True,0.932889919997355
Beard Oil Blend (Argan/Jojoba/Vitamin E),Beard Oil Blend (Argan/Jojoba/Vitamin E),Emollient,Oil Blend,Natural,Approved,Safe,Safe,True,0.9635815747992006,Low,Low,True,0.9658207292821408,No Risk,No Risk,True,0.9674409841365291
Isododecane,Isododecane,Emollient,Emollient,Synthetic,Approved,Safe,Safe,True,0.9944668754565776,Low,Low,True,0.9703855110612618,No Risk,No Risk,True,0.9681720958135809
Trimethylsiloxysilicate (Makeup),Trimethylsiloxysilicate,Film Former,Silicone,Synthetic,Approved,Safe,Safe,True,0.517189992710195,Low,No Risk,False,0.5759332896952529,No Risk,No Risk,True,0.8657276419671133
VP/Eicosene Copolymer,VP/Eicosene Copolymer,Film Former,Polymer,Synthetic,Approved,Safe,Safe,True,0.9925360238100878,Low,Low,True,0.9706370816436071,No Risk,No Risk,True,0.9762300325194974
Aluminum Starch Octenylsuccinate,Aluminum Starch Octenylsuccinate,Texturizer,Starch,Synthetic,Approved,Safe,Safe,True,0.9915748564682383,Low,Low,True,0.9897857900370849,No Risk,No Risk,True,0.9116431191981659
Phenyl Trimethicone (Makeup),Phenyl Trimethicone,Emollient,Silicone,Synthetic,Approved,Safe,Safe,True,0.9814947081632605,Low,No Risk,False,0.7297307445017669,No Risk,No Risk,True,0.8171281584699306
Synthetic Fluorphlogopite,Synthetic Fluorphlogopite,Texturizer,Mineral,Mineral,Approved,Safe,Safe,True,0.999759615418008,Low,Low,True,0.9989459179421725,No Risk,No Risk,True,0.9094157733491445
Calcium Sodium Borosilicate,Calcium Sodium Borosilicate,Texturizer,Mineral,Mineral,Approved,Safe,Safe,True,0.9857309878005527,Low,Low,True,0.969920647421851,No Risk,No Risk,True,0.9592625334605753
Sericite,Sericite,Texturizer,Mineral,Mineral,Approved,Safe,Safe,True,0.8652802702916347,Low,Low,True,0.9954469079056597,No Risk,No Risk,True,0.9958157123647723
Panthenol Triacetate,Panthenol Triacetate,Conditioning Agent,Vitamin,Synthetic,Approved,Safe,Safe,True,0.5460144401342176,Low,Low,True,0.9997562437836285,No Risk,No Risk,True,0.9953672624270108
